Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
12/15/2021,Ages_<12yrs,6067299,2.5,2.5,3626907,12.5,7.5,1.8,1.8,0,0,0,0,0,0
12/15/2021,Sex_Male,112578684,47.7,47.3,96641453,68.9,59.1,47.5,47.1,55.7,45,45.2,44.8,12042947,1289036
12/15/2021,Sex_unknown,2156333,0.9,0.9,1498706,,,0.7,0.7,15.5,0.1,0.5,0.2,36286,5201
12/15/2021,Sex_Female,123447085,52.3,51.8,106837627,73.2,63.4,52.5,52.1,56.3,55,54.8,55.2,14732591,1590309
12/15/2021,Ages_25-39_yrs,50414286,21.2,21.2,43019547,73.7,62.9,21,21,0,0,0,0,0,0
12/15/2021,Race_eth_NHNHOPI,552026,0.3,0.2,497513,59.4,53.6,0.3,0.2,54.1,0.2,0.2,0.2,36804,4816
12/15/2021,Age_known,238157514,100,100,204971988,,,100,100,55.8,100,100,100,26811824,2884546
12/15/2021,Ages_16-17_yrs,5559824,2.3,2.3,4833864,66.3,57.6,2.4,2.4,0,0,0,0,0,0
12/15/2021,Age_unknown,24588,0,0,5798,,,0,0,0,0,0,0,0,0
12/15/2021,Ages_12-17_yrs,15783178,6.6,6.6,13514852,62.4,53.4,6.6,6.6,0,0,0,0,0,0
12/15/2021,Race_eth_unknown,61719615,35,25.9,46543445,,,29.4,22.7,26.5,12.3,29.9,12.5,2932166,320822
12/15/2021,Ages_12-15_yrs,10223354,4.3,4.3,8680988,60.4,51.3,4.2,4.2,0,0,0,0,0,0
12/15/2021,Sex_known,236025769,100,99.1,203479080,,,100,99.3,56,100,100,100,26775538,2879345
12/15/2021,Race_eth_NHBlack,17672920,10,7.4,15496144,42.9,37.6,9.8,7.6,55.7,7.1,8.2,9.7,1695522,248784
12/15/2021,Race_eth_NHAsian,11561472,6.6,4.9,10675244,60.9,56.2,6.7,5.2,72.8,4.6,4.1,5,1091852,127349
12/15/2021,Race_eth_Hispanic,35081061,19.9,14.7,30416813,55,47.7,19.2,14.8,52.2,8,9.9,11.1,1913849,285465
12/15/2021,Ages_5-11_yrs,6051504,2.5,2.5,3622748,21.1,12.6,1.8,1.8,0,0,0,0,0,0
12/15/2021,Ages_75+_yrs,22220582,9.3,9.3,19346204,95,84.5,9.4,9.4,58.7,42.3,40.3,39.3,11351364,1132989
12/15/2021,Ages_18-24_yrs,21403549,9,9,17945057,70,58.7,8.8,8.8,0,0,0,0,0,0
12/15/2021,US,238182102,,100,204977786,71.7,61.7,,100,55.8,,,,26811824,2884546
12/15/2021,Race_eth_NHWhite,99450778,56.4,41.8,90648998,50.4,45.9,57.2,44.2,66.9,73.6,71.2,68.4,17585288,1754287
12/15/2021,Ages_<5yrs,10938,0,0,2892,0.1,0,0,0,0,0,0,0,0,0
12/15/2021,Race_eth_known,176449659,100,74.1,158424866,,,100,77.3,64.6,100,100,100,23879658,2563724
12/14/2021,Race_eth_NHNHOPI,550755,0.3,0.2,496628,59.3,53.5,0.3,0.2,53.4,0.2,0.2,0.2,36321,4938
12/14/2021,Sex_Female,123262195,52.3,51.8,106709671,73.1,63.3,52.5,52.1,55.8,55,54.8,55.3,14596321,1664774
12/14/2021,Race_eth_NHBlack,17640232,10,7.4,15472113,42.8,37.5,9.8,7.6,55,7.1,8.2,9.7,1673350,259224
12/14/2021,US,237807940,,100,204722611,71.6,61.7,,100,55.3,,,,26562017,3017423
12/14/2021,Ages_<12yrs,5984512,2.5,2.5,3514489,12.3,7.2,1.7,1.7,0,0,0,0,0,0
12/14/2021,Ages_12-15_yrs,10210838,4.3,4.3,8668520,60.4,51.2,4.2,4.2,0,0,0,0,0,0
12/14/2021,Ages_16-17_yrs,5553527,2.3,2.3,4829550,66.2,57.6,2.4,2.4,0,0,0,0,0,0
12/14/2021,Sex_unknown,2152446,0.9,0.9,1497788,,,0.7,0.7,15.3,0.1,0.5,0.2,35793,5429
12/14/2021,Race_eth_NHAsian,11536924,6.5,4.9,10655597,60.7,56.1,6.7,5.2,72.2,4.6,4.1,4.9,1081206,130538
12/14/2021,Race_eth_NHMult_Oth,10528358,6,4.4,9358501,95,95,5.9,4.6,66.1,6,5.8,5.1,1420666,135691
12/14/2021,Race_eth_known,176162218,100,74.1,158212898,,,100,77.3,64,100,100,100,23658084,2680175
12/14/2021,Ages_25-39_yrs,50334306,21.2,21.2,42979354,73.6,62.8,21,21,0,0,0,0,0,0
12/14/2021,Age_unknown,24536,0,0,5793,,,0,0,0,0,0,0,0,0
12/14/2021,Ages_12-17_yrs,15764365,6.6,6.6,13498070,62.3,53.3,6.6,6.6,0,0,0,0,0,0
12/14/2021,Ages_5-11_yrs,5968850,2.5,2.5,3510338,20.8,12.2,1.7,1.7,0,0,0,0,0,0
12/14/2021,Ages_18-24_yrs,21364649,9,9,17926123,69.9,58.6,8.8,8.8,0,0,0,0,0,0
12/14/2021,Sex_Male,112393299,47.7,47.3,96515152,68.8,59,47.5,47.1,55.2,45,45.2,44.7,11929903,1347220
12/14/2021,Ages_75+_yrs,22203264,9.3,9.3,19339522,95,84.4,9.4,9.4,58.2,42.4,40.3,39.5,11252053,1192865
12/14/2021,Race_eth_NHAIAN,1584516,0.9,0.7,1314509,65.1,54,0.8,0.6,54.2,0.5,0.6,0.5,123446,14517
12/14/2021,Race_eth_Hispanic,35013389,19.9,14.7,30367012,54.9,47.6,19.2,14.8,51.5,8,9.9,11.1,1890248,296812
12/14/2021,Ages_50-64_yrs,56294564,23.7,23.7,49778041,88.4,78.2,24.3,24.3,0,0,0,0,0,0
12/14/2021,Sex_known,235655494,100,99.1,203224823,,,100,99.3,55.5,100,100,100,26526224,3011994
12/14/2021,Race_eth_NHWhite,99308044,56.4,41.8,90548538,50.3,45.9,57.2,44.2,66.3,73.7,71.2,68.6,17432847,1838455
12/14/2021,Race_eth_unknown,61632938,35,25.9,46500323,,,29.4,22.7,26.3,12.3,29.9,12.6,2903933,337248
12/14/2021,Ages_40-49_yrs,33184435,14,14,29018968,81.4,71.1,14.2,14.2,0,0,0,0,0,0
12/14/2021,Age_known,237783404,100,100,204716818,,,100,100,55.3,100,100,100,26562017,3017423
12/14/2021,Ages_65-74_yrs,32653309,13.7,13.7,28662251,95,89.9,14,14,53.4,57.6,59.7,60.5,15309964,1824558
12/14/2021,Ages_<5yrs,10818,0,0,2887,0.1,0,0,0,0,0,0,0,0,0
12/13/2021,US,237444330,,100,204442485,71.5,61.6,,100,54.8,,,,26310810,3149035
12/13/2021,Race_eth_known,175883169,100,74.1,157983324,,,100,77.3,63.5,100,100,100,23434472,2795749
12/13/2021,Sex_known,235295301,100,99.1,202945633,,,100,99.3,55,100,100,100,26275479,3143304
12/13/2021,Race_eth_NHBlack,17608603,10,7.4,15446497,42.7,37.5,9.8,7.6,54.3,7,8.2,9.6,1651304,267890
12/13/2021,Sex_Female,123082003,52.3,51.8,106569621,73,63.2,52.5,52.1,55.3,55,54.8,55.2,14459007,1736405
12/13/2021,Race_eth_Hispanic,34947177,19.9,14.7,30314482,54.8,47.5,19.2,14.8,50.9,8,9.9,11,1867043,307826
12/13/2021,Ages_25-39_yrs,50255451,21.2,21.2,42938556,73.5,62.8,21,21,0,0,0,0,0,0
12/13/2021,Ages_<12yrs,5906640,2.5,2.5,3379034,12.2,7,1.7,1.7,0,0,0,0,0,0
12/13/2021,Age_unknown,24495,0,0,5791,,,0,0,0,0,0,0,0,0
12/13/2021,Ages_5-11_yrs,5891113,2.5,2.5,3374896,20.5,11.7,1.7,1.7,0,0,0,0,0,0
12/13/2021,Ages_12-15_yrs,10198983,4.3,4.3,8655691,60.3,51.2,4.2,4.2,0,0,0,0,0,0
12/13/2021,Sex_Male,112213298,47.7,47.3,96376012,68.6,59,47.5,47.1,54.7,45,45.2,44.8,11816472,1406899
12/13/2021,Ages_<5yrs,10701,0,0,2878,0.1,0,0,0,0,0,0,0,0,0
12/13/2021,Ages_12-17_yrs,15746719,6.6,6.6,13481012,62.2,53.3,6.6,6.6,0,0,0,0,0,0
12/13/2021,Ages_40-49_yrs,33143854,14,14,28997950,81.3,71.1,14.2,14.2,0,0,0,0,0,0
12/13/2021,Age_known,237419835,100,100,204436694,,,100,100,54.8,100,100,100,26310810,3149035
12/13/2021,Race_eth_NHAsian,11513400,6.5,4.8,10636019,60.6,56,6.7,5.2,71.5,4.6,4.1,4.8,1070971,134874
12/13/2021,Race_eth_NHWhite,99168543,56.4,41.8,90436369,50.3,45.8,57.2,44.2,65.7,73.7,71.2,68.8,17277342,1922083
12/13/2021,Ages_75+_yrs,22186020,9.3,9.3,19332854,95,84.4,9.5,9.5,57.7,42.4,40.3,39.7,11151610,1250774
12/13/2021,Ages_65-74_yrs,32624929,13.7,13.7,28651492,95,89.9,14,14,52.9,57.6,59.7,60.3,15159200,1898261
12/13/2021,Race_eth_NHNHOPI,549884,0.3,0.2,495696,59.2,53.4,0.3,0.2,52.8,0.2,0.2,0.2,35918,5138
12/13/2021,Race_eth_NHMult_Oth,10514497,6,4.4,9342801,95,95,5.9,4.6,65.6,6,5.8,5.1,1409717,142585
12/13/2021,Sex_unknown,2149029,0.9,0.9,1496852,,,0.7,0.7,15.1,0.1,0.5,0.2,35331,5731
12/13/2021,Ages_18-24_yrs,21327421,9,9,17907000,69.7,58.5,8.8,8.8,0,0,0,0,0,0
12/13/2021,Race_eth_unknown,61548411,35,25.9,46449841,,,29.4,22.7,26,12.3,29.9,12.6,2876338,353286
12/13/2021,Ages_50-64_yrs,56228801,23.7,23.7,49748796,88.3,78.1,24.3,24.3,0,0,0,0,0,0
12/13/2021,Race_eth_NHAIAN,1581065,0.9,0.7,1311460,64.9,53.9,0.8,0.6,53.6,0.5,0.6,0.5,122177,15353
12/13/2021,Ages_16-17_yrs,5547736,2.3,2.3,4825321,66.1,57.5,2.4,2.4,0,0,0,0,0,0
12/12/2021,Sex_Female,122909691,52.3,51.8,106431800,72.9,63.1,52.5,52.1,54.8,55,54.8,55.2,14332807,1812924
12/12/2021,Age_known,237075025,100,100,204163087,,,100,100,54.4,100,100,100,26081483,3290263
12/12/2021,Age_unknown,24479,0,0,5788,,,0,0,0,0,0,0,0,0
12/12/2021,Race_eth_NHNHOPI,548970,0.3,0.2,494799,59.1,53.3,0.3,0.2,52.3,0.2,0.2,0.2,35544,5331
12/12/2021,Race_eth_known,175621871,100,74.1,157757317,,,100,77.3,62.9,100,100,100,23231012,2918427
12/12/2021,Ages_<12yrs,5837193,2.5,2.5,3245659,12,6.7,1.6,1.6,0,0,0,0,0,0
12/12/2021,Ages_75+_yrs,22170092,9.4,9.4,19326812,95,84.4,9.5,9.5,57.2,42.4,40.3,40.1,11062448,1317761
12/12/2021,Race_eth_unknown,61464942,35,25.9,46402327,,,29.4,22.7,25.8,12.3,29.9,12.7,2850471,371836
12/12/2021,Sex_Male,112043773,47.7,47.3,96241049,68.5,58.9,47.5,47.1,54.3,45,45.2,44.8,11713705,1471335
12/12/2021,Ages_<5yrs,10600,0,0,2870,0.1,0,0,0,0,0,0,0,0,0
12/12/2021,Race_eth_NHMult_Oth,10501426,6,4.4,9326992,95,95,5.9,4.6,65.1,6,5.8,5.1,1399162,149179
12/12/2021,Sex_known,234953464,100,99.1,202672849,,,100,99.3,54.6,100,100,100,26046512,3284259
12/12/2021,Race_eth_NHWhite,99036593,56.4,41.8,90325050,50.2,45.8,57.3,44.2,65.2,73.8,71.2,68.9,17136704,2011056
12/12/2021,Ages_12-17_yrs,15730543,6.6,6.6,13464842,62.2,53.2,6.6,6.6,0,0,0,0,0,0
12/12/2021,Race_eth_NHBlack,17579933,10,7.4,15422214,42.7,37.4,9.8,7.6,53.7,7,8.2,9.5,1632346,278692
12/12/2021,Ages_65-74_yrs,32598481,13.8,13.7,28641253,95,89.8,14,14,52.4,57.6,59.7,59.9,15019035,1972502
12/12/2021,Ages_50-64_yrs,56164457,23.7,23.7,49720304,88.2,78.1,24.4,24.4,0,0,0,0,0,0
12/12/2021,Race_eth_NHAsian,11490574,6.5,4.8,10617027,60.5,55.9,6.7,5.2,70.9,4.6,4.1,4.7,1060810,138098
12/12/2021,Ages_25-39_yrs,50178429,21.2,21.2,42898145,73.4,62.7,21,21,0,0,0,0,0,0
12/12/2021,Ages_5-11_yrs,5821775,2.5,2.5,3241531,20.3,11.3,1.6,1.6,0,0,0,0,0,0
12/12/2021,Ages_16-17_yrs,5542305,2.3,2.3,4821259,66.1,57.5,2.4,2.4,0,0,0,0,0,0
12/12/2021,Sex_unknown,2146040,0.9,0.9,1496026,,,0.7,0.7,14.9,0.1,0.5,0.2,34971,6004
12/12/2021,Ages_18-24_yrs,21291612,9,9,17888959,69.6,58.5,8.8,8.8,0,0,0,0,0,0
12/12/2021,Race_eth_NHAIAN,1578270,0.9,0.7,1308622,64.8,53.7,0.8,0.6,53.2,0.5,0.6,0.6,121055,16284
12/12/2021,Ages_12-15_yrs,10188238,4.3,4.3,8643583,60.2,51.1,4.2,4.2,0,0,0,0,0,0
12/12/2021,US,237099504,,100,204168875,71.4,61.5,,100,54.4,,,,26081483,3290263
12/12/2021,Race_eth_Hispanic,34886105,19.9,14.7,30262613,54.7,47.5,19.2,14.8,50.4,7.9,9.9,11,1845391,319787
12/12/2021,Ages_40-49_yrs,33104218,14,14,28977113,81.2,71,14.2,14.2,0,0,0,0,0,0
12/11/2021,Race_eth_NHNHOPI,548643,0.3,0.2,494517,59.1,53.3,0.3,0.2,52.2,0.2,0.2,0.2,35446,5697
12/11/2021,Race_eth_NHMult_Oth,10495865,6,4.4,9319218,95,95,5.9,4.6,65,6,5.8,5.1,1396810,161207
12/11/2021,Ages_25-39_yrs,50142781,21.2,21.2,42882092,73.3,62.7,21,21,0,0,0,0,0,0
12/11/2021,Race_eth_NHAIAN,1577493,0.9,0.7,1307817,64.8,53.7,0.8,0.6,53.1,0.5,0.6,0.6,120882,17696
12/11/2021,Ages_5-11_yrs,5788214,2.4,2.4,3169241,20.1,11,1.6,1.6,0,0,0,0,0,0
12/11/2021,Ages_50-64_yrs,56137610,23.7,23.7,49709767,88.2,78.1,24.4,24.4,0,0,0,0,0,0
12/11/2021,Sex_known,234802855,100,99.1,202546313,,,100,99.3,54.5,100,100,100,25994991,3543847
12/11/2021,Ages_18-24_yrs,21276104,9,9,17881556,69.6,58.5,8.8,8.8,0,0,0,0,0,0
12/11/2021,Race_eth_known,175507215,100,74.1,157652707,,,100,77.3,62.8,100,100,100,23185147,3148137
12/11/2021,Sex_Female,122834283,52.3,51.8,106369438,72.9,63.1,52.5,52.1,54.7,55,54.8,55.1,14303172,1953229
12/11/2021,Age_known,236923675,100,100,204036145,,,100,100,54.3,100,100,100,26029908,3550272
12/11/2021,Ages_<12yrs,5803589,2.4,2.4,3173364,12,6.5,1.6,1.6,0,0,0,0,0,0
12/11/2021,Race_eth_NHBlack,17567930,10,7.4,15412477,42.6,37.4,9.8,7.6,53.6,7,8.2,9.5,1628438,298666
12/11/2021,Ages_75+_yrs,22165705,9.4,9.4,19325422,95,84.4,9.5,9.5,57.1,42.4,40.3,40.2,11043840,1427253
12/11/2021,Sex_Male,111968572,47.7,47.3,96176875,68.5,58.8,47.5,47.1,54.2,45,45.2,44.9,11691819,1590618
12/11/2021,US,236948146,,100,204041933,71.4,61.5,,100,54.3,,,,26029908,3550272
12/11/2021,Ages_<5yrs,10558,0,0,2865,0.1,0,0,0,0,0,0,0,0,0
12/11/2021,Race_eth_NHWhite,98981886,56.4,41.8,90274310,50.2,45.7,57.3,44.2,65.1,73.8,71.2,69.1,17106384,2176023
12/11/2021,Race_eth_NHAsian,11477948,6.5,4.8,10604760,60.4,55.8,6.7,5.2,70.6,4.6,4.1,4.7,1057358,146915
12/11/2021,Sex_unknown,2145291,0.9,0.9,1495620,,,0.7,0.7,14.9,0.1,0.5,0.2,34917,6425
12/11/2021,Ages_12-15_yrs,10182828,4.3,4.3,8637678,60.2,51.1,4.2,4.2,0,0,0,0,0,0
12/11/2021,Race_eth_unknown,61428257,35,25.9,46380036,,,29.4,22.7,25.7,12.3,29.9,12.8,2844761,402135
12/11/2021,Age_unknown,24471,0,0,5788,,,0,0,0,0,0,0,0,0
12/11/2021,Ages_12-17_yrs,15722097,6.6,6.6,13456782,62.1,53.2,6.6,6.6,0,0,0,0,0,0
12/11/2021,Ages_40-49_yrs,33085717,14,14,28968691,81.1,71,14.2,14.2,0,0,0,0,0,0
12/11/2021,Ages_65-74_yrs,32590072,13.8,13.8,28638471,95,89.8,14,14,52.3,57.6,59.7,59.8,14986068,2123019
12/11/2021,Race_eth_Hispanic,34857450,19.9,14.7,30239608,54.7,47.4,19.2,14.8,50.2,7.9,9.9,10.9,1839829,341933
12/11/2021,Ages_16-17_yrs,5539269,2.3,2.3,4819104,66,57.4,2.4,2.4,0,0,0,0,0,0
12/10/2021,Race_eth_NHNHOPI,547972,0.3,0.2,493484,59,53.1,0.3,0.2,51.8,0.2,0.2,0.2,35230,5576
12/10/2021,Race_eth_NHAIAN,1575331,0.9,0.7,1305548,64.7,53.6,0.8,0.6,53,0.5,0.6,0.6,120531,17574
12/10/2021,Race_eth_unknown,61366949,35,25.9,46322832,,,29.4,22.7,25.6,12.3,29.9,12.8,2834172,397691
12/10/2021,Sex_known,234541154,100,99.1,202218583,,,100,99.3,54.3,100,100,100,25897227,3506158
12/10/2021,Ages_<12yrs,5722195,2.4,2.4,2939074,11.8,6.1,1.4,1.4,0,0,0,0,0,0
12/10/2021,Ages_40-49_yrs,33056486,14,14,28954326,81,71,14.2,14.2,0,0,0,0,0,0
12/10/2021,Race_eth_known,175304639,100,74.1,157381389,,,100,77.3,62.6,100,100,100,23097793,3114750
12/10/2021,Ages_50-64_yrs,56093039,23.7,23.7,49691123,88.1,78.1,24.4,24.4,0,0,0,0,0,0
12/10/2021,Race_eth_NHBlack,17547758,10,7.4,15388970,42.6,37.3,9.8,7.6,53.3,7,8.2,9.4,1619552,293462
12/10/2021,Ages_<5yrs,10482,0,0,2849,0.1,0,0,0,0,0,0,0,0,0
12/10/2021,Race_eth_NHAsian,11455078,6.5,4.8,10571646,60.3,55.7,6.7,5.2,70.2,4.5,4.1,4.6,1050829,143870
12/10/2021,Race_eth_NHMult_Oth,10484321,6,4.4,9298350,95,95,5.9,4.6,64.8,6,5.8,5.1,1392238,159098
12/10/2021,Age_unknown,24440,0,0,5786,,,0,0,0,0,0,0,0,0
12/10/2021,Sex_Female,122703153,52.3,51.8,106207263,72.8,63,52.5,52.1,54.5,55,54.8,55.1,14249032,1933593
12/10/2021,Age_known,236659786,100,100,203707460,,,100,100,54.1,100,100,100,25931965,3512441
12/10/2021,Ages_25-39_yrs,50090994,21.2,21.2,42856983,73.2,62.7,21,21,0,0,0,0,0,0
12/10/2021,Ages_16-17_yrs,5534700,2.3,2.3,4815197,66,57.4,2.4,2.4,0,0,0,0,0,0
12/10/2021,Ages_5-11_yrs,5706907,2.4,2.4,2934972,19.9,10.2,1.4,1.4,0,0,0,0,0,0
12/10/2021,Ages_18-24_yrs,21255524,9,9,17870830,69.5,58.4,8.8,8.8,0,0,0,0,0,0
12/10/2021,Ages_65-74_yrs,32576020,13.8,13.8,28633544,95,89.8,14.1,14.1,52.1,57.5,59.7,59.7,14922971,2098480
12/10/2021,Sex_unknown,2143072,0.9,0.9,1494663,,,0.7,0.7,14.8,0.1,0.5,0.2,34738,6283
12/10/2021,Race_eth_NHWhite,98892101,56.4,41.8,90140709,50.1,45.7,57.3,44.2,64.9,73.8,71.2,69.3,17051440,2159507
12/10/2021,Sex_Male,111838001,47.7,47.3,96011320,68.4,58.7,47.5,47.1,54,45,45.2,44.9,11648195,1572565
12/10/2021,Race_eth_Hispanic,34802078,19.9,14.7,30182682,54.6,47.3,19.2,14.8,49.9,7.9,9.9,10.8,1827973,335663
12/10/2021,Ages_75+_yrs,22158377,9.4,9.4,19322949,95,84.4,9.5,9.5,57,42.5,40.3,40.3,11008994,1413961
12/10/2021,Ages_12-15_yrs,10172451,4.3,4.3,8623434,60.1,51,4.2,4.2,0,0,0,0,0,0
12/10/2021,Ages_12-17_yrs,15707151,6.6,6.6,13438631,62.1,53.1,6.6,6.6,0,0,0,0,0,0
12/10/2021,US,236684226,,100,203713246,71.3,61.4,,100,54.1,,,,25931965,3512441
12/09/2021,Ages_18-24_yrs,21220209,9,9,17850956,69.4,58.4,8.8,8.8,0,0,0,0,0,0
12/09/2021,Ages_12-17_yrs,15686900,6.6,6.6,13415186,62,53,6.6,6.6,0,0,0,0,0,0
12/09/2021,Race_eth_known,174982355,100,74.1,157061556,,,100,77.2,62,100,100,100,22867056,2972312
12/09/2021,Ages_25-39_yrs,50002947,21.2,21.2,42808802,73.1,62.6,21.1,21.1,0,0,0,0,0,0
12/09/2021,US,236263916,,100,203325179,71.2,61.2,,100,53.6,,,,25671255,3350478
12/09/2021,Race_eth_NHAIAN,1571633,0.9,0.7,1301978,64.5,53.5,0.8,0.6,52.4,0.5,0.6,0.6,119317,16580
12/09/2021,Age_unknown,24388,0,0,5781,,,0,0,0,0,0,0,0,0
12/09/2021,Ages_50-64_yrs,56015095,23.7,23.7,49654529,88,78,24.4,24.4,0,0,0,0,0,0
12/09/2021,Race_eth_NHMult_Oth,10466883,6,4.4,9276035,95,95,5.9,4.6,64.3,6,5.8,5.1,1380626,152060
12/09/2021,Race_eth_NHNHOPI,546956,0.3,0.2,492225,58.9,53,0.3,0.2,51.2,0.2,0.2,0.2,34790,5299
12/09/2021,Ages_75+_yrs,22141524,9.4,9.4,19316103,95,84.3,9.5,9.5,56.5,42.5,40.3,40.3,10908662,1350214
12/09/2021,Race_eth_NHAsian,11424272,6.5,4.8,10539904,60.1,55.5,6.7,5.2,69.5,4.5,4.1,4.7,1039681,138846
12/09/2021,Sex_known,234125564,100,99.1,201831852,,,100,99.3,53.7,100,100,100,25637099,3344702
12/09/2021,Sex_Male,111634349,47.7,47.2,95821597,68.3,58.6,47.5,47.1,53.5,45,45.2,44.8,11532703,1499078
12/09/2021,Ages_40-49_yrs,33006836,14,14,28927698,80.9,70.9,14.2,14.2,0,0,0,0,0,0
12/09/2021,Race_eth_unknown,61268997,35,25.9,46254712,,,29.5,22.7,25.4,12.3,30,12.7,2804199,378166
12/09/2021,Race_eth_NHBlack,17513142,10,7.4,15358739,42.5,37.3,9.8,7.6,52.6,7,8.2,9.4,1597205,277973
12/09/2021,Ages_16-17_yrs,5529085,2.3,2.3,4810242,65.9,57.3,2.4,2.4,0,0,0,0,0,0
12/09/2021,Ages_<5yrs,10375,0,0,2834,0.1,0,0,0,0,0,0,0,0,0
12/09/2021,Race_eth_Hispanic,34723321,19.8,14.7,30108953,54.5,47.2,19.2,14.8,49.3,7.9,9.9,10.8,1802081,320057
12/09/2021,Sex_unknown,2138352,0.9,0.9,1493327,,,0.7,0.7,14.6,0.1,0.5,0.2,34156,5776
12/09/2021,Sex_Female,122491215,52.3,51.8,106010255,72.7,62.9,52.5,52.1,54,55,54.8,55.2,14104396,1845624
12/09/2021,Ages_12-15_yrs,10157815,4.3,4.3,8604944,60.1,50.9,4.2,4.2,0,0,0,0,0,0
12/09/2021,Age_known,236239528,100,100,203319398,,,100,100,53.6,100,100,100,25671255,3350478
12/09/2021,Ages_65-74_yrs,32547816,13.8,13.8,28622032,95,89.8,14.1,14.1,51.6,57.5,59.7,59.7,14762593,2000264
12/09/2021,Ages_<12yrs,5618201,2.4,2.4,2724092,11.6,5.6,1.3,1.3,0,0,0,0,0,0
12/09/2021,Ages_5-11_yrs,5603034,2.4,2.4,2720010,19.5,9.5,1.3,1.3,0,0,0,0,0,0
12/09/2021,Race_eth_NHWhite,98736148,56.4,41.8,89983722,50,45.6,57.3,44.3,64.3,73.9,71.2,69.4,16893356,2061497
12/08/2021,Ages_50-64_yrs,55941175,23.7,23.7,49621801,87.9,77.9,24.4,24.4,0,0,0,0,0,0
12/08/2021,Sex_unknown,2134182,0.9,0.9,1492233,,,0.7,0.7,14.4,0.1,0.5,0.2,33585,5406
12/08/2021,Sex_known,233727752,100,99.1,201499797,,,100,99.3,53.1,100,100,100,25342051,3218844
12/08/2021,Race_eth_known,174673452,100,74.1,156786627,,,100,77.2,61.3,100,100,100,22604473,2860023
12/08/2021,Race_eth_Hispanic,34649899,19.8,14.7,30047865,54.3,47.1,19.2,14.8,48.5,7.8,9.9,10.7,1774414,306840
12/08/2021,Ages_25-39_yrs,49920018,21.2,21.2,42765407,73,62.5,21.1,21.1,0,0,0,0,0,0
12/08/2021,Ages_16-17_yrs,5524331,2.3,2.3,4806275,65.8,57.3,2.4,2.4,0,0,0,0,0,0
12/08/2021,Ages_12-17_yrs,15668935,6.6,6.6,13397681,61.9,52.9,6.6,6.6,0,0,0,0,0,0
12/08/2021,Race_eth_NHAsian,11398087,6.5,4.8,10518285,60,55.4,6.7,5.2,68.8,4.5,4.1,4.7,1028212,135775
12/08/2021,Ages_65-74_yrs,32516385,13.8,13.8,28609476,95,89.7,14.1,14.1,51,57.5,59.7,59.8,14585632,1927272
12/08/2021,Race_eth_NHBlack,17478546,10,7.4,15330954,42.4,37.2,9.8,7.6,51.8,7,8.2,9.2,1571633,264059
12/08/2021,Ages_5-11_yrs,5506611,2.3,2.3,2542841,19.2,8.8,1.3,1.3,0,0,0,0,0,0
12/08/2021,Ages_12-15_yrs,10144604,4.3,4.3,8591406,60,50.8,4.2,4.2,0,0,0,0,0,0
12/08/2021,Race_eth_unknown,61175991,35,25.9,46196585,,,29.5,22.8,25.1,12.3,30,12.7,2771163,364227
12/08/2021,Ages_40-49_yrs,32961906,14,14,28904459,80.8,70.9,14.2,14.2,0,0,0,0,0,0
12/08/2021,Ages_<12yrs,5521639,2.3,2.3,2546898,11.4,5.3,1.3,1.3,0,0,0,0,0,0
12/08/2021,Age_unknown,24342,0,0,5774,,,0,0,0,0,0,0,0,0
12/08/2021,Ages_<5yrs,10254,0,0,2817,0.1,0,0,0,0,0,0,0,0,0
12/08/2021,Sex_Male,111437311,47.7,47.2,95657373,68.2,58.5,47.5,47.1,52.9,45,45.2,44.8,11400158,1442391
12/08/2021,Ages_75+_yrs,22121735,9.4,9.4,19308249,95,84.3,9.5,9.5,55.9,42.5,40.3,40.2,10790004,1296978
12/08/2021,Race_eth_NHMult_Oth,10451049,6,4.4,9257662,95,95,5.9,4.6,63.8,6.1,5.8,5.1,1367782,146903
12/08/2021,Race_eth_NHNHOPI,545696,0.3,0.2,491171,58.8,52.9,0.3,0.2,50.5,0.2,0.2,0.2,34294,5087
12/08/2021,Race_eth_NHWhite,98582192,56.4,41.8,89842063,50,45.5,57.3,44.3,63.7,73.9,71.2,69.4,16710275,1985632
12/08/2021,Ages_18-24_yrs,21185799,9,9,17832285,69.3,58.3,8.8,8.8,0,0,0,0,0,0
12/08/2021,Age_known,235837592,100,100,202986256,,,100,100,53,100,100,100,25375636,3224250
12/08/2021,Race_eth_NHAIAN,1567983,0.9,0.7,1298627,64.4,53.3,0.8,0.6,51.8,0.5,0.6,0.5,117863,15727
12/08/2021,US,235861934,,100,202992030,71,61.1,,100,53,,,,25375636,3224250
12/08/2021,Sex_Female,122290441,52.3,51.8,105842424,72.6,62.8,52.5,52.1,53.4,55,54.8,55.2,13941893,1776453
12/07/2021,Ages_<12yrs,5424994,2.3,2.3,2360585,11.2,4.9,1.2,1.2,0,0,0,0,0,0
