Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
01/30/2022,Ages_<5yrs,24630,0,0,3912,0.1,0,0,0,0,0,0,0,0,0
01/30/2022,Ages_12-17_yrs,16723950,6.7,6.7,14136902,66.1,55.9,6.7,6.7,0,0,0,0,0,0
01/30/2022,Race_eth_Hispanic,37652407,20.3,15.1,31925756,59.1,50.1,19.5,15.1,65.2,8.7,10,15.3,2428951,85122
01/30/2022,Ages_<12yrs,8728718,3.5,3.5,6162056,18,12.7,2.9,2.9,0,0,0,0,0,0
01/30/2022,Ages_25-39_yrs,52963066,21.2,21.2,44191158,77.4,64.6,20.9,20.9,0,0,0,0,0,0
01/30/2022,Race_eth_NHNHOPI,584485,0.3,0.2,523286,62.9,56.4,0.3,0.2,66.3,0.2,0.2,0.3,45718,1605
01/30/2022,Ages_12-15_yrs,10860492,4.3,4.3,9133805,64.2,54,4.3,4.3,0,0,0,0,0,0
01/30/2022,Age_unknown,25284,0,0,5871,,,0,0,0,0,0,0,0,0
01/30/2022,Ages_16-17_yrs,5863458,2.3,2.3,5003097,69.9,59.6,2.4,2.4,0,0,0,0,0,0
01/30/2022,Ages_18-24_yrs,22909255,9.2,9.2,18558773,74.9,60.7,8.8,8.8,0,0,0,0,0,0
01/30/2022,Sex_Male,118370991,47.8,47.4,99950437,72.4,61.1,47.6,47.2,64.2,44.9,45.2,43,13983668,268601
01/30/2022,Race_eth_known,185590075,100,74.3,164096724,,,100,77.5,74.5,100,100,100,27768727,556112
01/30/2022,Race_eth_NHAsian,12386056,6.7,5,11172890,65.2,58.8,6.8,5.3,86,4.7,4.1,5.5,1305147,30537
01/30/2022,Race_eth_NHBlack,18880860,10.2,7.6,16272084,45.8,39.5,9.9,7.7,68.1,7.6,8.3,11.7,2100902,65201
01/30/2022,US,249892470,,100,211695131,75.3,63.8,,100,64.4,,,,31172779,625098
01/30/2022,Race_eth_NHAIAN,1684625,0.9,0.7,1382276,69.2,56.8,0.8,0.7,63.5,0.5,0.6,0.7,146336,3898
01/30/2022,Ages_75+_yrs,22564583,9,9,19482345,95,85.1,9.2,9.2,66.7,41.7,40.3,38,12992538,237364
01/30/2022,Sex_known,247656896,100,99.1,210175087,,,100,99.3,64.6,100,100,100,31129556,624125
01/30/2022,Ages_5-11_yrs,8698925,3.5,3.5,6156798,30.3,21.4,2.9,2.9,0,0,0,0,0,0
01/30/2022,Ages_50-64_yrs,58161703,23.3,23.3,50588006,91.4,79.5,23.9,23.9,0,0,0,0,0,0
01/30/2022,Ages_65-74_yrs,33296056,13.3,13.3,28917648,95,90.7,13.7,13.7,62.9,58.3,59.7,62,18180241,387734
01/30/2022,Race_eth_unknown,64287733,34.6,25.7,47586643,,,29,22.5,30.6,12.3,29.9,12.4,3404052,68986
01/30/2022,Ages_40-49_yrs,34519855,13.8,13.8,29652372,84.6,72.7,14,14,0,0,0,0,0,0
01/30/2022,Age_known,249867186,100,100,211689260,,,100,100,64.4,100,100,100,31172779,625098
01/30/2022,Sex_Female,129285905,52.2,51.7,110224650,76.7,65.4,52.4,52.1,65,55.1,54.8,57,17145888,355524
01/30/2022,Race_eth_NHMult_Oth,11039021,5.9,4.4,9755815,95,95,5.9,4.6,75.2,5.9,5.8,5.3,1631174,29212
01/30/2022,Sex_unknown,2235574,0.9,0.9,1520044,,,0.7,0.7,18.4,0.1,0.5,0.2,43223,973
01/30/2022,Race_eth_NHWhite,103362621,55.7,41.4,93064617,52.4,47.2,56.7,44,76,72.4,71,61.2,20110499,340537
01/29/2022,Ages_18-24_yrs,22909255,9.2,9.2,18558773,74.9,60.7,8.8,8.8,0,0,0,0,0,0
01/29/2022,Ages_<12yrs,8728718,3.5,3.5,6162056,18,12.7,2.9,2.9,0,0,0,0,0,0
01/29/2022,US,249892470,,100,211695131,75.3,63.8,,100,64.4,,,,31172779,680348
01/29/2022,Ages_75+_yrs,22564583,9,9,19482345,95,85.1,9.2,9.2,66.7,41.7,40.3,37.9,12992538,257756
01/29/2022,Sex_unknown,2235574,0.9,0.9,1520044,,,0.7,0.7,18.4,0.1,0.5,0.1,43223,1015
01/29/2022,Ages_12-15_yrs,10860492,4.3,4.3,9133805,64.2,54,4.3,4.3,0,0,0,0,0,0
01/29/2022,Ages_40-49_yrs,34519855,13.8,13.8,29652372,84.6,72.7,14,14,0,0,0,0,0,0
01/29/2022,Ages_65-74_yrs,33296056,13.3,13.3,28917648,95,90.7,13.7,13.7,62.9,58.3,59.7,62.1,18180241,422592
01/29/2022,Race_eth_NHMult_Oth,11039021,5.9,4.4,9755815,95,95,5.9,4.6,75.2,5.9,5.8,5.3,1631174,32059
01/29/2022,Ages_12-17_yrs,16723950,6.7,6.7,14136902,66.1,55.9,6.7,6.7,0,0,0,0,0,0
01/29/2022,Race_eth_Hispanic,37652407,20.3,15.1,31925756,59.1,50.1,19.5,15.1,65.2,8.7,10,15.4,2428951,93073
01/29/2022,Race_eth_NHWhite,103362621,55.7,41.4,93064617,52.4,47.2,56.7,44,76,72.4,71,61.2,20110499,370929
01/29/2022,Race_eth_known,185590075,100,74.3,164096724,,,100,77.5,74.5,100,100,100,27768727,605610
01/29/2022,Age_known,249867186,100,100,211689260,,,100,100,64.4,100,100,100,31172779,680348
01/29/2022,Ages_25-39_yrs,52963066,21.2,21.2,44191158,77.4,64.6,20.9,20.9,0,0,0,0,0,0
01/29/2022,Sex_Female,129285905,52.2,51.7,110224650,76.7,65.4,52.4,52.1,65,55.1,54.8,57,17145888,387287
01/29/2022,Sex_known,247656896,100,99.1,210175087,,,100,99.3,64.6,100,100,100,31129556,679333
01/29/2022,Age_unknown,25284,0,0,5871,,,0,0,0,0,0,0,0,0
01/29/2022,Race_eth_NHNHOPI,584485,0.3,0.2,523286,62.9,56.4,0.3,0.2,66.3,0.2,0.2,0.3,45718,1732
01/29/2022,Race_eth_unknown,64287733,34.6,25.7,47586643,,,29,22.5,30.6,12.3,29.9,12.3,3404052,74738
01/29/2022,Sex_Male,118370991,47.8,47.4,99950437,72.4,61.1,47.6,47.2,64.2,44.9,45.2,43,13983668,292046
01/29/2022,Race_eth_NHAsian,12386056,6.7,5,11172890,65.2,58.8,6.8,5.3,86,4.7,4.1,5.6,1305147,33932
01/29/2022,Ages_50-64_yrs,58161703,23.3,23.3,50588006,91.4,79.5,23.9,23.9,0,0,0,0,0,0
01/29/2022,Ages_5-11_yrs,8698925,3.5,3.5,6156798,30.3,21.4,2.9,2.9,0,0,0,0,0,0
01/29/2022,Race_eth_NHBlack,18880860,10.2,7.6,16272084,45.8,39.5,9.9,7.7,68.1,7.6,8.3,11.5,2100902,69824
01/29/2022,Ages_16-17_yrs,5863458,2.3,2.3,5003097,69.9,59.6,2.4,2.4,0,0,0,0,0,0
01/29/2022,Ages_<5yrs,24630,0,0,3912,0.1,0,0,0,0,0,0,0,0,0
01/29/2022,Race_eth_NHAIAN,1684625,0.9,0.7,1382276,69.2,56.8,0.8,0.7,63.5,0.5,0.6,0.7,146336,4061
01/28/2022,Ages_25-39_yrs,52961429,21.2,21.2,44190120,77.4,64.6,20.9,20.9,0,0,0,0,0,0
01/28/2022,US,249883783,,100,211686770,75.3,63.8,,100,64.4,,,,31171788,696354
01/28/2022,Ages_18-24_yrs,22908343,9.2,9.2,18558300,74.9,60.7,8.8,8.8,0,0,0,0,0,0
01/28/2022,Age_unknown,25283,0,0,5871,,,0,0,0,0,0,0,0,0
01/28/2022,Ages_40-49_yrs,34518888,13.8,13.8,29651819,84.6,72.7,14,14,0,0,0,0,0,0
01/28/2022,Ages_75+_yrs,22564455,9,9,19482298,95,85.1,9.2,9.2,66.7,41.7,40.3,37.8,12992268,263231
01/28/2022,Ages_65-74_yrs,33295802,13.3,13.3,28917521,95,90.7,13.7,13.7,62.9,58.3,59.7,62.2,18179520,433123
01/28/2022,Ages_16-17_yrs,5863166,2.3,2.3,5002864,69.9,59.6,2.4,2.4,0,0,0,0,0,0
01/28/2022,Race_eth_NHWhite,103360606,55.7,41.4,93062547,52.4,47.2,56.7,44,75.9,72.4,71,61.2,20110091,379354
01/28/2022,Sex_unknown,2235551,0.9,0.9,1520036,,,0.7,0.7,18.4,0.1,0.5,0.1,43222,1023
01/28/2022,Ages_12-17_yrs,16722774,6.7,6.7,14135845,66.1,55.9,6.7,6.7,0,0,0,0,0,0
01/28/2022,Ages_5-11_yrs,8696415,3.5,3.5,6152275,30.3,21.4,2.9,2.9,0,0,0,0,0,0
01/28/2022,Race_eth_NHAsian,12385538,6.7,5,11172340,65.2,58.8,6.8,5.3,86,4.7,4.1,5.7,1305082,35344
01/28/2022,Race_eth_NHAIAN,1684578,0.9,0.7,1382249,69.2,56.8,0.8,0.7,63.5,0.5,0.6,0.7,146335,4145
01/28/2022,Ages_<12yrs,8726203,3.5,3.5,6157527,18,12.7,2.9,2.9,0,0,0,0,0,0
01/28/2022,Ages_12-15_yrs,10859608,4.3,4.3,9132981,64.2,54,4.3,4.3,0,0,0,0,0,0
01/28/2022,Ages_50-64_yrs,58160606,23.3,23.3,50587469,91.4,79.5,23.9,23.9,0,0,0,0,0,0
01/28/2022,Sex_Female,129281466,52.2,51.7,110220580,76.7,65.4,52.4,52.1,65,55.1,54.8,57.1,17145359,396839
01/28/2022,Race_eth_unknown,64286050,34.6,25.7,47585373,,,29,22.5,30.6,12.3,29.9,12.3,3403947,76288
01/28/2022,Sex_Male,118366766,47.8,47.4,99946154,72.4,61.1,47.6,47.2,64.2,44.9,45.2,42.9,13983207,298492
01/28/2022,Sex_known,247648232,100,99.1,210166734,,,100,99.3,64.6,100,100,100,31128566,695331
01/28/2022,Race_eth_Hispanic,37649230,20.3,15.1,31922803,59.1,50.1,19.5,15.1,65.2,8.7,10,15.4,2428688,95539
01/28/2022,Race_eth_NHNHOPI,584472,0.3,0.2,523275,62.9,56.3,0.3,0.2,66.3,0.2,0.2,0.3,45718,1775
01/28/2022,Race_eth_NHMult_Oth,11038744,5.9,4.4,9755312,95,95,5.9,4.6,75.2,5.9,5.8,5.3,1631118,32827
01/28/2022,Race_eth_NHBlack,18879903,10.2,7.6,16271107,45.8,39.5,9.9,7.7,68.1,7.6,8.3,11.5,2100809,71082
01/28/2022,Ages_<5yrs,24626,0,0,3912,0.1,0,0,0,0,0,0,0,0,0
01/28/2022,Race_eth_known,185583071,100,74.3,164089633,,,100,77.5,74.5,100,100,100,27767841,620066
01/28/2022,Age_known,249858500,100,100,211680899,,,100,100,64.4,100,100,100,31171788,696354
01/27/2022,Sex_Female,129220816,52.2,51.7,110165702,76.7,65.4,52.4,52.1,64.9,55.1,54.8,57.2,17127952,400677
01/27/2022,Ages_<5yrs,24079,0,0,3745,0.1,0,0,0,0,0,0,0,0,0
01/27/2022,Race_eth_Hispanic,37613641,20.3,15.1,31890820,59,50,19.4,15.1,65.1,8.7,10,15.5,2423802,96663
01/27/2022,Ages_65-74_yrs,33291365,13.3,13.3,28914999,95,90.7,13.7,13.7,62.8,58.3,59.7,62.3,18159778,437517
01/27/2022,Ages_40-49_yrs,34506124,13.8,13.8,29643386,84.6,72.7,14,14,0,0,0,0,0,0
01/27/2022,US,249766209,,100,211578684,75.2,63.7,,100,64.3,,,,31140831,701720
01/27/2022,Race_eth_NHMult_Oth,11033724,5.9,4.4,9749060,95,95,5.9,4.6,75.1,5.9,5.8,5.3,1629637,33083
01/27/2022,Race_eth_NHWhite,103331193,55.7,41.4,93032139,52.4,47.1,56.7,44,75.9,72.4,71,61.1,20094207,381505
01/27/2022,Ages_75+_yrs,22562107,9,9,19481004,95,85,9.2,9.2,66.6,41.7,40.3,37.7,12981053,264203
01/27/2022,Race_eth_unknown,64261869,34.6,25.7,47568851,,,29,22.5,30.6,12.3,29.9,12.3,3400632,76865
01/27/2022,Race_eth_NHBlack,18867614,10.2,7.6,16258293,45.8,39.4,9.9,7.7,68,7.6,8.3,11.4,2097307,71246
01/27/2022,Ages_12-15_yrs,10850427,4.3,4.3,9123574,64.1,53.9,4.3,4.3,0,0,0,0,0,0
01/27/2022,Age_unknown,25271,0,0,5870,,,0,0,0,0,0,0,0,0
01/27/2022,Sex_known,247531749,100,99.1,210058984,,,100,99.3,64.6,100,100,100,31097666,700709
01/27/2022,Race_eth_known,185489678,100,74.3,163998069,,,100,77.5,74.4,100,100,100,27740199,624855
01/27/2022,Ages_12-17_yrs,16710367,6.7,6.7,14123669,66,55.8,6.7,6.7,0,0,0,0,0,0
01/27/2022,Ages_<12yrs,8695570,3.5,3.5,6108392,17.9,12.6,2.9,2.9,0,0,0,0,0,0
01/27/2022,Race_eth_NHAIAN,1683222,0.9,0.7,1381009,69.1,56.7,0.8,0.7,63.5,0.5,0.6,0.7,146121,4070
01/27/2022,Ages_18-24_yrs,22893710,9.2,9.2,18549962,74.9,60.6,8.8,8.8,0,0,0,0,0,0
01/27/2022,Race_eth_NHNHOPI,584122,0.3,0.2,522961,62.9,56.3,0.3,0.2,66.2,0.2,0.2,0.3,45624,1768
01/27/2022,Sex_unknown,2234460,0.9,0.9,1519700,,,0.7,0.7,18.3,0.1,0.5,0.1,43165,1011
01/27/2022,Ages_16-17_yrs,5859940,2.3,2.3,5000095,69.8,59.6,2.4,2.4,0,0,0,0,0,0
01/27/2022,Age_known,249740938,100,100,211572814,,,100,100,64.3,100,100,100,31140831,701720
01/27/2022,Ages_50-64_yrs,58145641,23.3,23.3,50577761,91.3,79.5,23.9,23.9,0,0,0,0,0,0
01/27/2022,Sex_Male,118310933,47.8,47.4,99893282,72.4,61.1,47.6,47.2,64.2,44.9,45.2,42.8,13969714,300032
01/27/2022,Ages_5-11_yrs,8666329,3.5,3.5,6103309,30.1,21.2,2.9,2.9,0,0,0,0,0,0
01/27/2022,Ages_25-39_yrs,52936054,21.2,21.2,44173641,77.4,64.6,20.9,20.9,0,0,0,0,0,0
01/27/2022,Race_eth_NHAsian,12376162,6.7,5,11163787,65.2,58.8,6.8,5.3,85.9,4.7,4.1,5.8,1303501,36520
01/26/2022,Ages_18-24_yrs,22872024,9.2,9.2,18536777,74.8,60.6,8.8,8.8,0,0,0,0,0,0
01/26/2022,Ages_12-17_yrs,16696162,6.7,6.7,14109560,66,55.8,6.7,6.7,0,0,0,0,0,0
01/26/2022,Ages_<12yrs,8660914,3.5,3.5,6056294,17.9,12.5,2.9,2.9,0,0,0,0,0,0
01/26/2022,Sex_unknown,2233394,0.9,0.9,1519305,,,0.7,0.7,18.3,0.1,0.5,0.2,43096,1129
01/26/2022,US,249607654,,100,211441283,75.2,63.7,,100,64.2,,,,31087244,752971
01/26/2022,Race_eth_NHBlack,18849356,10.2,7.6,16239780,45.7,39.4,9.9,7.7,67.9,7.6,8.3,11.3,2091686,75773
01/26/2022,Ages_75+_yrs,22557570,9,9,19478692,95,85,9.2,9.2,66.5,41.7,40.3,37.4,12960326,281771
01/26/2022,Race_eth_NHAsian,12367107,6.7,5,11156105,65.1,58.7,6.8,5.3,85.7,4.7,4.1,5.9,1301358,39530
01/26/2022,Sex_Female,129138795,52.2,51.7,110096683,76.6,65.3,52.4,52.1,64.8,55.1,54.8,57.3,17097336,430871
01/26/2022,Ages_5-11_yrs,8632328,3.5,3.5,6051400,30,21.1,2.9,2.9,0,0,0,0,0,0
01/26/2022,Ages_40-49_yrs,34488941,13.8,13.8,29631270,84.6,72.6,14,14,0,0,0,0,0,0
01/26/2022,Age_unknown,25268,0,0,5868,,,0,0,0,0,0,0,0,0
01/26/2022,Ages_12-15_yrs,10840325,4.3,4.3,9113092,64.1,53.9,4.3,4.3,0,0,0,0,0,0
01/26/2022,Race_eth_NHWhite,103287807,55.7,41.4,92988258,52.3,47.1,56.7,44,75.8,72.5,71,61.3,20065097,411103
01/26/2022,Ages_65-74_yrs,33283814,13.3,13.3,28910716,95,90.7,13.7,13.7,62.7,58.3,59.7,62.6,18126918,471200
01/26/2022,Race_eth_NHAIAN,1681270,0.9,0.7,1379626,69,56.7,0.8,0.7,63.3,0.5,0.6,0.6,145771,4294
01/26/2022,Race_eth_NHMult_Oth,11027245,5.9,4.4,9741488,95,95,5.9,4.6,75,5.9,5.8,5.2,1627130,35197
01/26/2022,Ages_<5yrs,23428,0,0,3558,0.1,0,0,0,0,0,0,0,0,0
01/26/2022,Sex_known,247374260,100,99.1,209921978,,,100,99.3,64.5,100,100,100,31044148,751842
01/26/2022,Ages_16-17_yrs,5855837,2.3,2.3,4996468,69.8,59.6,2.4,2.4,0,0,0,0,0,0
01/26/2022,Race_eth_NHNHOPI,583613,0.3,0.2,522490,62.8,56.3,0.3,0.2,66,0.2,0.2,0.3,45491,1864
01/26/2022,Sex_Male,118235465,47.8,47.4,99825295,72.3,61.1,47.6,47.2,64.1,44.9,45.2,42.7,13946812,320971
01/26/2022,Ages_25-39_yrs,52899277,21.2,21.2,44148454,77.4,64.6,20.9,20.9,0,0,0,0,0,0
01/26/2022,Race_eth_known,185366207,100,74.3,163881781,,,100,77.5,74.3,100,100,100,27692842,670447
01/26/2022,Age_known,249582386,100,100,211435415,,,100,100,64.2,100,100,100,31087244,752971
01/26/2022,Race_eth_unknown,64226785,34.6,25.7,47547738,,,29,22.5,30.5,12.3,29.9,12.3,3394402,82524
01/26/2022,Ages_50-64_yrs,58123684,23.3,23.3,50563652,91.3,79.4,23.9,23.9,0,0,0,0,0,0
01/26/2022,Race_eth_Hispanic,37569809,20.3,15.1,31854034,58.9,50,19.4,15.1,64.9,8.7,10,15.3,2416309,102686
01/25/2022,Ages_<12yrs,8623197,3.5,3.5,5998461,17.8,12.4,2.8,2.8,0,0,0,0,0,0
01/25/2022,Sex_unknown,2232150,0.9,0.9,1518862,,,0.7,0.7,18.3,0.1,0.5,0.2,42987,1227
01/25/2022,Race_eth_NHAIAN,1679206,0.9,0.7,1378000,69,56.6,0.8,0.7,63.2,0.5,0.6,0.6,145391,4626
01/25/2022,Race_eth_unknown,64187189,34.7,25.7,47523765,,,29,22.5,30.5,12.3,29.9,12.3,3387568,88754
01/25/2022,Race_eth_known,185229131,100,74.3,163752889,,,100,77.5,74.2,100,100,100,27640134,721253
01/25/2022,Ages_18-24_yrs,22846987,9.2,9.2,18521696,74.7,60.6,8.8,8.8,0,0,0,0,0,0
01/25/2022,Ages_25-39_yrs,52858781,21.2,21.2,44120456,77.3,64.5,20.9,20.9,0,0,0,0,0,0
01/25/2022,Race_eth_NHAsian,12357105,6.7,5,11147817,65.1,58.7,6.8,5.3,85.6,4.7,4.1,5.8,1298757,41937
01/25/2022,Ages_40-49_yrs,34469889,13.8,13.8,29618205,84.5,72.6,14,14,0,0,0,0,0,0
01/25/2022,Ages_75+_yrs,22552446,9,9,19476064,95,85,9.2,9.2,66.4,41.7,40.3,37.5,12936997,303746
01/25/2022,US,249430954,,100,211288395,75.1,63.6,,100,64.1,,,,31027702,810007
01/25/2022,Age_known,249405694,100,100,211282527,,,100,100,64.1,100,100,100,31027702,810007
01/25/2022,Race_eth_NHNHOPI,583037,0.3,0.2,521963,62.8,56.2,0.3,0.2,65.8,0.2,0.2,0.3,45355,1993
01/25/2022,Sex_known,247198804,100,99.1,209769533,,,100,99.3,64.4,100,100,100,30984715,808780
01/25/2022,Ages_12-15_yrs,10828467,4.3,4.3,9101318,64,53.8,4.3,4.3,0,0,0,0,0,0
01/25/2022,Race_eth_NHMult_Oth,11019984,5.9,4.4,9733181,95,95,5.9,4.6,74.9,5.9,5.8,5.2,1624394,37694
01/25/2022,Age_unknown,25260,0,0,5868,,,0,0,0,0,0,0,0,0
01/25/2022,Sex_Female,129048012,52.2,51.7,110019906,76.6,65.3,52.4,52.1,64.7,55.1,54.8,57.3,17063499,463359
01/25/2022,Ages_16-17_yrs,5850955,2.3,2.3,4992356,69.7,59.5,2.4,2.4,0,0,0,0,0,0
01/25/2022,Ages_12-17_yrs,16679422,6.7,6.7,14093674,65.9,55.7,6.7,6.7,0,0,0,0,0,0
01/25/2022,Race_eth_NHWhite,103237806,55.7,41.4,92939061,52.3,47.1,56.8,44,75.7,72.5,71,61.8,20032345,445668
01/25/2022,Ages_<5yrs,22803,0,0,3390,0.1,0,0,0,0,0,0,0,0,0
01/25/2022,Race_eth_Hispanic,37523613,20.3,15,31814870,58.9,49.9,19.4,15.1,64.7,8.7,10,15.1,2408750,108754
01/25/2022,Ages_50-64_yrs,58099615,23.3,23.3,50548120,91.3,79.4,23.9,23.9,0,0,0,0,0,0
01/25/2022,Ages_65-74_yrs,33275357,13.3,13.3,28905851,95,90.7,13.7,13.7,62.6,58.3,59.7,62.5,18090705,506261
01/25/2022,Ages_5-11_yrs,8595237,3.4,3.4,5993738,29.9,20.9,2.8,2.8,0,0,0,0,0,0
01/25/2022,Sex_Male,118150792,47.8,47.4,99749627,72.3,61,47.6,47.2,64,44.9,45.2,42.7,13921216,345421
01/25/2022,Race_eth_NHBlack,18828380,10.2,7.5,16217997,45.7,39.3,9.9,7.7,67.7,7.5,8.3,11.2,2085142,80581
01/24/2022,Race_eth_known,185084329,100,74.3,163619943,,,100,77.5,74,100,100,100,27581399,771367
01/24/2022,Race_eth_Hispanic,37475758,20.2,15,31774441,58.8,49.8,19.4,15,64.5,8.7,10,14.8,2400114,114361
01/24/2022,Ages_16-17_yrs,5845815,2.3,2.3,4988244,69.7,59.5,2.4,2.4,0,0,0,0,0,0
01/24/2022,Sex_Male,118060990,47.8,47.4,99671813,72.2,61,47.6,47.2,63.8,44.9,45.2,42.7,13892899,369822
01/24/2022,Ages_12-17_yrs,16661999,6.7,6.7,14077460,65.8,55.6,6.7,6.7,0,0,0,0,0,0
01/24/2022,Ages_<5yrs,22128,0,0,3277,0.1,0,0,0,0,0,0,0,0,0
01/24/2022,Race_eth_unknown,64145858,34.7,25.7,47499921,,,29,22.5,30.4,12.3,29.9,12.3,3380415,95083
01/24/2022,Ages_18-24_yrs,22821218,9.2,9.2,18506370,74.6,60.5,8.8,8.8,0,0,0,0,0,0
01/24/2022,Race_eth_NHBlack,18806227,10.2,7.5,16194337,45.6,39.3,9.9,7.7,67.5,7.5,8.3,11,2077967,84808
01/24/2022,Sex_known,247013859,100,99.1,209613127,,,100,99.3,64.2,100,100,100,30918939,865120
01/24/2022,Ages_40-49_yrs,34449704,13.8,13.8,29604402,84.5,72.6,14,14,0,0,0,0,0,0
01/24/2022,Ages_75+_yrs,22546707,9,9,19473168,95,85,9.2,9.2,66.3,41.7,40.3,37.6,12911229,325756
01/24/2022,Race_eth_NHAsian,12346373,6.7,5,11139204,65,58.6,6.8,5.3,85.4,4.7,4.1,5.8,1295778,44761
01/24/2022,Ages_12-15_yrs,10816184,4.3,4.3,9089216,63.9,53.7,4.3,4.3,0,0,0,0,0,0
01/24/2022,Race_eth_NHWhite,103184737,55.8,41.4,92889781,52.3,47.1,56.8,44,75.6,72.5,71,62.3,19996150,480445
01/24/2022,Ages_5-11_yrs,8557361,3.4,3.4,5935758,29.8,20.6,2.8,2.8,0,0,0,0,0,0
01/24/2022,Age_known,249219536,100,100,211125676,,,100,100,64,100,100,100,30961814,866450
01/24/2022,Ages_50-64_yrs,58073647,23.3,23.3,50531794,91.2,79.4,23.9,23.9,0,0,0,0,0,0
01/24/2022,Race_eth_NHNHOPI,582451,0.3,0.2,521391,62.7,56.1,0.3,0.2,65.6,0.2,0.2,0.3,45193,2120
01/24/2022,Sex_Female,128952869,52.2,51.7,109941314,76.5,65.2,52.4,52.1,64.6,55.1,54.8,57.3,17026040,495298
01/24/2022,Ages_65-74_yrs,33265805,13.3,13.3,28900694,95,90.6,13.7,13.7,62.5,58.3,59.7,62.4,18050585,540694
01/24/2022,Age_unknown,25253,0,0,5867,,,0,0,0,0,0,0,0,0
01/24/2022,US,249244789,,100,211131543,75.1,63.6,,100,64,,,,30961814,866450
01/24/2022,Race_eth_NHMult_Oth,11011665,5.9,4.4,9724301,95,95,5.9,4.6,74.8,5.9,5.8,5.2,1621212,39884
01/24/2022,Race_eth_NHAIAN,1677118,0.9,0.7,1376488,68.9,56.5,0.8,0.7,63,0.5,0.6,0.6,144985,4988
01/24/2022,Ages_25-39_yrs,52815815,21.2,21.2,44091421,77.2,64.5,20.9,20.9,0,0,0,0,0,0
01/24/2022,Sex_unknown,2230930,0.9,0.9,1518416,,,0.7,0.7,18.2,0.1,0.5,0.2,42875,1330
01/24/2022,Ages_<12yrs,8584641,3.4,3.4,5940367,17.7,12.3,2.8,2.8,0,0,0,0,0,0
01/23/2022,Race_eth_NHAIAN,1675140,0.9,0.7,1375129,68.8,56.5,0.8,0.7,62.8,0.5,0.6,0.6,144591,5303
01/23/2022,Race_eth_NHAsian,12334312,6.7,5,11130731,64.9,58.6,6.8,5.3,85.2,4.7,4.1,5.8,1292612,47466
01/23/2022,Sex_Female,128856201,52.2,51.7,109868517,76.5,65.2,52.5,52.1,64.4,55.1,54.8,57.2,16990341,528311
01/23/2022,Ages_12-17_yrs,16643611,6.7,6.7,14061341,65.8,55.6,6.7,6.7,0,0,0,0,0,0
01/23/2022,Ages_<5yrs,21533,0,0,3187,0.1,0,0,0,0,0,0,0,0,0
01/23/2022,Race_eth_NHMult_Oth,11003732,6,4.4,9715755,95,95,5.9,4.6,74.7,5.9,5.8,5.2,1618272,42507
01/23/2022,Ages_25-39_yrs,52770376,21.2,21.2,44063553,77.2,64.4,20.9,20.9,0,0,0,0,0,0
01/23/2022,Race_eth_known,184934858,100,74.3,163495443,,,100,77.5,73.9,100,100,100,27525181,824571
01/23/2022,Race_eth_NHWhite,103130036,55.8,41.4,92843079,52.3,47,56.8,44,75.4,72.5,71.1,62.7,19961610,517277
01/23/2022,Age_known,249027903,100,100,210979605,,,100,100,63.9,100,100,100,30898822,925587
01/23/2022,Sex_Male,117966946,47.8,47.4,99598911,72.2,60.9,47.5,47.2,63.7,44.9,45.2,42.8,13865700,395848
01/23/2022,Race_eth_NHNHOPI,581833,0.3,0.2,520907,62.7,56.1,0.3,0.2,65.4,0.2,0.2,0.3,45023,2182
01/23/2022,Ages_<12yrs,8548349,3.4,3.4,5889936,17.6,12.1,2.8,2.8,0,0,0,0,0,0
01/23/2022,Ages_75+_yrs,22541121,9.1,9.1,19470577,95,85,9.2,9.2,66.2,41.7,40.3,37.7,12887464,348832
01/23/2022,Ages_5-11_yrs,8521668,3.4,3.4,5885419,29.6,20.5,2.8,2.8,0,0,0,0,0,0
01/23/2022,Race_eth_unknown,64103718,34.7,25.7,47478390,,,29,22.5,30.3,12.3,29.9,12.3,3373641,101016
01/23/2022,Sex_known,246823147,100,99.1,209467428,,,100,99.3,64.1,100,100,100,30856041,924159
01/23/2022,Ages_50-64_yrs,58046413,23.3,23.3,50515879,91.2,79.4,23.9,23.9,0,0,0,0,0,0
01/23/2022,Ages_40-49_yrs,34428400,13.8,13.8,29591007,84.4,72.5,14,14,0,0,0,0,0,0
01/23/2022,Ages_18-24_yrs,22793563,9.2,9.2,18491713,74.5,60.5,8.8,8.8,0,0,0,0,0,0
01/23/2022,Sex_unknown,2230002,0.9,0.9,1518043,,,0.7,0.7,18.2,0.1,0.5,0.2,42781,1428
01/23/2022,Race_eth_NHBlack,18784150,10.2,7.5,16172695,45.6,39.2,9.9,7.7,67.3,7.5,8.3,10.8,2071195,89063
01/23/2022,Race_eth_Hispanic,37425655,20.2,15,31737147,58.7,49.8,19.4,15,64.3,8.7,10,14.6,2391878,120773
01/23/2022,Age_unknown,25246,0,0,5866,,,0,0,0,0,0,0,0,0
